county,gender,age,year,deaths,pop
"Adams County, WA",Female,65-74 years,2014,12,545
"Adams County, WA",Female,65-74 years,2017,11,652
"Adams County, WA",Female,65-74 years,2018,10,664
"Adams County, WA",Female,75-84 years,2010,16,314
"Adams County, WA",Female,75-84 years,2011,14,311
"Adams County, WA",Female,75-84 years,2012,17,297
"Adams County, WA",Female,75-84 years,2013,13,304
"Adams County, WA",Female,75-84 years,2014,13,313
"Adams County, WA",Female,75-84 years,2015,10,316
"Adams County, WA",Female,75-84 years,2016,15,322
"Adams County, WA",Female,75-84 years,2017,11,316
"Adams County, WA",Female,75-84 years,2019,15,334
"Adams County, WA",Female,85+ years,2010,13,175
"Adams County, WA",Female,85+ years,2011,21,173
"Adams County, WA",Female,85+ years,2012,20,167
"Adams County, WA",Female,85+ years,2013,22,173
"Adams County, WA",Female,85+ years,2014,30,168
"Adams County, WA",Female,85+ years,2015,27,152
"Adams County, WA",Female,85+ years,2016,23,147
"Adams County, WA",Female,85+ years,2017,18,136
"Adams County, WA",Female,85+ years,2018,16,132
"Adams County, WA",Female,85+ years,2019,21,137
"Asotin County, WA",Female,55-64 years,2010,10,1588
"Asotin County, WA",Female,55-64 years,2011,11,1682
"Asotin County, WA",Female,55-64 years,2012,12,1708
"Asotin County, WA",Female,55-64 years,2013,12,1730
"Asotin County, WA",Female,55-64 years,2014,13,1783
"Asotin County, WA",Female,55-64 years,2015,12,1820
"Asotin County, WA",Female,55-64 years,2016,11,1874
"Asotin County, WA",Female,55-64 years,2018,15,1905
"Asotin County, WA",Female,65-74 years,2010,12,1172
"Asotin County, WA",Female,65-74 years,2011,23,1184
"Asotin County, WA",Female,65-74 years,2012,17,1274
"Asotin County, WA",Female,65-74 years,2013,25,1302
"Asotin County, WA",Female,65-74 years,2014,26,1358
"Asotin County, WA",Female,65-74 years,2015,22,1378
"Asotin County, WA",Female,65-74 years,2016,18,1423
"Asotin County, WA",Female,65-74 years,2017,19,1475
"Asotin County, WA",Female,65-74 years,2018,29,1503
"Asotin County, WA",Female,65-74 years,2019,26,1535
"Asotin County, WA",Female,75-84 years,2010,27,748
"Asotin County, WA",Female,75-84 years,2011,35,742
"Asotin County, WA",Female,75-84 years,2012,38,740
"Asotin County, WA",Female,75-84 years,2013,37,744
"Asotin County, WA",Female,75-84 years,2014,26,746
"Asotin County, WA",Female,75-84 years,2015,21,755
"Asotin County, WA",Female,75-84 years,2016,31,773
"Asotin County, WA",Female,75-84 years,2017,31,858
"Asotin County, WA",Female,75-84 years,2018,37,912
"Asotin County, WA",Female,75-84 years,2019,38,933
"Asotin County, WA",Female,85+ years,2010,35,334
"Asotin County, WA",Female,85+ years,2011,48,348
"Asotin County, WA",Female,85+ years,2012,49,347
"Asotin County, WA",Female,85+ years,2013,48,350
"Asotin County, WA",Female,85+ years,2014,43,362
"Asotin County, WA",Female,85+ years,2015,45,345
"Asotin County, WA",Female,85+ years,2016,39,350
"Asotin County, WA",Female,85+ years,2017,39,347
"Asotin County, WA",Female,85+ years,2018,43,366
"Asotin County, WA",Female,85+ years,2019,49,365
"Benton County, WA",Female,55-64 years,2010,60,10610
"Benton County, WA",Female,55-64 years,2011,60,11318
"Benton County, WA",Female,55-64 years,2012,60,11475
"Benton County, WA",Female,55-64 years,2013,73,11565
"Benton County, WA",Female,55-64 years,2014,67,11819
"Benton County, WA",Female,55-64 years,2015,57,12065
"Benton County, WA",Female,55-64 years,2016,62,12449
"Benton County, WA",Female,55-64 years,2017,74,12603
"Benton County, WA",Female,55-64 years,2018,67,12657
"Benton County, WA",Female,55-64 years,2019,78,12617
"Benton County, WA",Female,65-74 years,2010,95,5902
"Benton County, WA",Female,65-74 years,2011,98,6253
"Benton County, WA",Female,65-74 years,2012,91,6693
"Benton County, WA",Female,65-74 years,2013,112,7174
"Benton County, WA",Female,65-74 years,2014,104,7565
"Benton County, WA",Female,65-74 years,2015,122,8000
"Benton County, WA",Female,65-74 years,2016,118,8335
"Benton County, WA",Female,65-74 years,2017,132,8816
"Benton County, WA",Female,65-74 years,2018,134,9288
"Benton County, WA",Female,65-74 years,2019,128,9687
"Benton County, WA",Female,75-84 years,2010,143,3561
"Benton County, WA",Female,75-84 years,2011,146,3617
"Benton County, WA",Female,75-84 years,2012,174,3666
"Benton County, WA",Female,75-84 years,2013,158,3762
"Benton County, WA",Female,75-84 years,2014,148,3826
"Benton County, WA",Female,75-84 years,2015,166,3931
"Benton County, WA",Female,75-84 years,2016,165,4107
"Benton County, WA",Female,75-84 years,2017,167,4335
"Benton County, WA",Female,75-84 years,2018,155,4625
"Benton County, WA",Female,75-84 years,2019,166,4894
"Benton County, WA",Female,85+ years,2010,283,1838
"Benton County, WA",Female,85+ years,2011,260,1851
"Benton County, WA",Female,85+ years,2012,270,1872
"Benton County, WA",Female,85+ years,2013,236,1897
"Benton County, WA",Female,85+ years,2014,264,1977
"Benton County, WA",Female,85+ years,2015,297,2064
"Benton County, WA",Female,85+ years,2016,311,2057
"Benton County, WA",Female,85+ years,2017,249,2084
"Benton County, WA",Female,85+ years,2018,281,2129
"Benton County, WA",Female,85+ years,2019,300,2215
"Chelan County, WA",Female,55-64 years,2010,31,4796
"Chelan County, WA",Female,55-64 years,2011,29,4998
"Chelan County, WA",Female,55-64 years,2012,22,5102
"Chelan County, WA",Female,55-64 years,2013,26,5189
"Chelan County, WA",Female,55-64 years,2014,37,5290
"Chelan County, WA",Female,55-64 years,2015,28,5420
"Chelan County, WA",Female,55-64 years,2016,24,5519
"Chelan County, WA",Female,55-64 years,2017,37,5555
"Chelan County, WA",Female,55-64 years,2018,23,5580
"Chelan County, WA",Female,55-64 years,2019,31,5449
"Chelan County, WA",Female,65-74 years,2010,38,2959
"Chelan County, WA",Female,65-74 years,2011,38,3084
"Chelan County, WA",Female,65-74 years,2012,36,3305
"Chelan County, WA",Female,65-74 years,2013,48,3519
"Chelan County, WA",Female,65-74 years,2014,47,3733
"Chelan County, WA",Female,65-74 years,2015,45,3928
"Chelan County, WA",Female,65-74 years,2016,49,4113
"Chelan County, WA",Female,65-74 years,2017,53,4158
"Chelan County, WA",Female,65-74 years,2018,59,4370
"Chelan County, WA",Female,65-74 years,2019,51,4543
"Chelan County, WA",Female,75-84 years,2010,60,1938
"Chelan County, WA",Female,75-84 years,2011,77,1950
"Chelan County, WA",Female,75-84 years,2012,87,1980
"Chelan County, WA",Female,75-84 years,2013,75,2020
"Chelan County, WA",Female,75-84 years,2014,78,2002
"Chelan County, WA",Female,75-84 years,2015,73,2096
"Chelan County, WA",Female,75-84 years,2016,83,2099
"Chelan County, WA",Female,75-84 years,2017,76,2136
"Chelan County, WA",Female,75-84 years,2018,77,2238
"Chelan County, WA",Female,75-84 years,2019,86,2363
"Chelan County, WA",Female,85+ years,2010,157,1163
"Chelan County, WA",Female,85+ years,2011,180,1182
"Chelan County, WA",Female,85+ years,2012,140,1214
"Chelan County, WA",Female,85+ years,2013,154,1199
"Chelan County, WA",Female,85+ years,2014,158,1199
"Chelan County, WA",Female,85+ years,2015,153,1201
"Chelan County, WA",Female,85+ years,2016,158,1232
"Chelan County, WA",Female,85+ years,2017,159,1143
"Chelan County, WA",Female,85+ years,2018,181,1158
"Chelan County, WA",Female,85+ years,2019,176,1112
"Clallam County, WA",Female,55-64 years,2010,30,6390
"Clallam County, WA",Female,55-64 years,2011,37,6587
"Clallam County, WA",Female,55-64 years,2012,30,6510
"Clallam County, WA",Female,55-64 years,2013,35,6447
"Clallam County, WA",Female,55-64 years,2014,39,6503
"Clallam County, WA",Female,55-64 years,2015,45,6592
"Clallam County, WA",Female,55-64 years,2016,38,6701
"Clallam County, WA",Female,55-64 years,2017,35,6720
"Clallam County, WA",Female,55-64 years,2018,47,6699
"Clallam County, WA",Female,55-64 years,2019,42,6571
"Clallam County, WA",Female,65-74 years,2010,61,4706
"Clallam County, WA",Female,65-74 years,2011,69,4876
"Clallam County, WA",Female,65-74 years,2012,59,5180
"Clallam County, WA",Female,65-74 years,2013,89,5479
"Clallam County, WA",Female,65-74 years,2014,74,5765
"Clallam County, WA",Female,65-74 years,2015,76,6089
"Clallam County, WA",Female,65-74 years,2016,58,6475
"Clallam County, WA",Female,65-74 years,2017,84,6731
"Clallam County, WA",Female,65-74 years,2018,98,7066
"Clallam County, WA",Female,65-74 years,2019,119,7371
"Clallam County, WA",Female,75-84 years,2010,106,2909
"Clallam County, WA",Female,75-84 years,2011,121,2967
"Clallam County, WA",Female,75-84 years,2012,112,2923
"Clallam County, WA",Female,75-84 years,2013,114,2949
"Clallam County, WA",Female,75-84 years,2014,93,2997
"Clallam County, WA",Female,75-84 years,2015,120,3058
"Clallam County, WA",Female,75-84 years,2016,107,3156
"Clallam County, WA",Female,75-84 years,2017,117,3232
"Clallam County, WA",Female,75-84 years,2018,109,3458
"Clallam County, WA",Female,75-84 years,2019,128,3622
"Clallam County, WA",Female,85+ years,2010,189,1560
"Clallam County, WA",Female,85+ years,2011,212,1587
"Clallam County, WA",Female,85+ years,2012,197,1612
"Clallam County, WA",Female,85+ years,2013,215,1627
"Clallam County, WA",Female,85+ years,2014,212,1614
"Clallam County, WA",Female,85+ years,2015,190,1606
"Clallam County, WA",Female,85+ years,2016,199,1614
"Clallam County, WA",Female,85+ years,2017,224,1590
"Clallam County, WA",Female,85+ years,2018,205,1596
"Clallam County, WA",Female,85+ years,2019,230,1567
"Clark County, WA",Female,55-64 years,2010,136,27160
"Clark County, WA",Female,55-64 years,2011,158,28451
"Clark County, WA",Female,55-64 years,2012,147,28743
"Clark County, WA",Female,55-64 years,2013,170,29090
"Clark County, WA",Female,55-64 years,2014,161,29535
"Clark County, WA",Female,55-64 years,2015,177,30237
"Clark County, WA",Female,55-64 years,2016,155,30909
"Clark County, WA",Female,55-64 years,2017,182,31338
"Clark County, WA",Female,55-64 years,2018,179,31642
"Clark County, WA",Female,55-64 years,2019,187,31969
"Clark County, WA",Female,65-74 years,2010,223,14500
"Clark County, WA",Female,65-74 years,2011,232,15627
"Clark County, WA",Female,65-74 years,2012,230,17146
"Clark County, WA",Female,65-74 years,2013,235,18621
"Clark County, WA",Female,65-74 years,2014,253,20107
"Clark County, WA",Female,65-74 years,2015,289,21422
"Clark County, WA",Female,65-74 years,2016,287,22816
"Clark County, WA",Female,65-74 years,2017,274,23680
"Clark County, WA",Female,65-74 years,2018,293,24784
"Clark County, WA",Female,65-74 years,2019,350,25853
"Clark County, WA",Female,75-84 years,2010,350,8111
"Clark County, WA",Female,75-84 years,2011,364,8236
"Clark County, WA",Female,75-84 years,2012,378,8412
"Clark County, WA",Female,75-84 years,2013,371,8572
"Clark County, WA",Female,75-84 years,2014,353,8846
"Clark County, WA",Female,75-84 years,2015,379,9167
"Clark County, WA",Female,75-84 years,2016,324,9639
"Clark County, WA",Female,75-84 years,2017,351,10158
"Clark County, WA",Female,75-84 years,2018,421,11005
"Clark County, WA",Female,75-84 years,2019,455,11869
"Clark County, WA",Female,85+ years,2010,582,4256
"Clark County, WA",Female,85+ years,2011,603,4551
"Clark County, WA",Female,85+ years,2012,648,4595
"Clark County, WA",Female,85+ years,2013,584,4698
"Clark County, WA",Female,85+ years,2014,675,4757
"Clark County, WA",Female,85+ years,2015,695,4846
"Clark County, WA",Female,85+ years,2016,723,4912
"Clark County, WA",Female,85+ years,2017,720,4779
"Clark County, WA",Female,85+ years,2018,728,4823
"Clark County, WA",Female,85+ years,2019,740,4791
"Columbia County, WA",Female,85+ years,2011,18,90
"Columbia County, WA",Female,85+ years,2012,11,89
"Columbia County, WA",Female,85+ years,2013,12,96
"Columbia County, WA",Female,85+ years,2015,12,83
"Columbia County, WA",Female,85+ years,2017,15,84
"Columbia County, WA",Female,85+ years,2018,13,82
"Columbia County, WA",Female,85+ years,2019,13,81
"Cowlitz County, WA",Female,55-64 years,2010,44,7170
"Cowlitz County, WA",Female,55-64 years,2011,65,7377
"Cowlitz County, WA",Female,55-64 years,2012,48,7388
"Cowlitz County, WA",Female,55-64 years,2013,62,7439
"Cowlitz County, WA",Female,55-64 years,2014,57,7469
"Cowlitz County, WA",Female,55-64 years,2015,62,7486
"Cowlitz County, WA",Female,55-64 years,2016,54,7594
"Cowlitz County, WA",Female,55-64 years,2017,70,7732
"Cowlitz County, WA",Female,55-64 years,2018,62,7831
"Cowlitz County, WA",Female,55-64 years,2019,65,7841
"Cowlitz County, WA",Female,65-74 years,2010,84,4474
"Cowlitz County, WA",Female,65-74 years,2011,67,4679
"Cowlitz County, WA",Female,65-74 years,2012,84,5015
"Cowlitz County, WA",Female,65-74 years,2013,91,5344
"Cowlitz County, WA",Female,65-74 years,2014,101,5629
"Cowlitz County, WA",Female,65-74 years,2015,103,5877
"Cowlitz County, WA",Female,65-74 years,2016,107,6133
"Cowlitz County, WA",Female,65-74 years,2017,115,6212
"Cowlitz County, WA",Female,65-74 years,2018,100,6424
"Cowlitz County, WA",Female,65-74 years,2019,125,6658
"Cowlitz County, WA",Female,75-84 years,2010,132,2702
"Cowlitz County, WA",Female,75-84 years,2011,117,2726
"Cowlitz County, WA",Female,75-84 years,2012,132,2758
"Cowlitz County, WA",Female,75-84 years,2013,124,2776
"Cowlitz County, WA",Female,75-84 years,2014,134,2802
"Cowlitz County, WA",Female,75-84 years,2015,119,2880
"Cowlitz County, WA",Female,75-84 years,2016,150,3013
"Cowlitz County, WA",Female,75-84 years,2017,146,3049
"Cowlitz County, WA",Female,75-84 years,2018,125,3182
"Cowlitz County, WA",Female,75-84 years,2019,155,3349
"Cowlitz County, WA",Female,85+ years,2010,156,1426
"Cowlitz County, WA",Female,85+ years,2011,207,1449
"Cowlitz County, WA",Female,85+ years,2012,186,1468
"Cowlitz County, WA",Female,85+ years,2013,210,1490
"Cowlitz County, WA",Female,85+ years,2014,191,1470
"Cowlitz County, WA",Female,85+ years,2015,230,1462
"Cowlitz County, WA",Female,85+ years,2016,204,1452
"Cowlitz County, WA",Female,85+ years,2017,208,1402
"Cowlitz County, WA",Female,85+ years,2018,210,1397
"Cowlitz County, WA",Female,85+ years,2019,196,1396
"Douglas County, WA",Female,55-64 years,2010,14,2365
"Douglas County, WA",Female,55-64 years,2011,12,2500
"Douglas County, WA",Female,55-64 years,2013,14,2584
"Douglas County, WA",Female,55-64 years,2014,14,2589
"Douglas County, WA",Female,55-64 years,2016,14,2635
"Douglas County, WA",Female,55-64 years,2017,16,2708
"Douglas County, WA",Female,55-64 years,2018,12,2683
"Douglas County, WA",Female,55-64 years,2019,10,2709
"Douglas County, WA",Female,65-74 years,2010,29,1529
"Douglas County, WA",Female,65-74 years,2011,20,1568
"Douglas County, WA",Female,65-74 years,2012,22,1652
"Douglas County, WA",Female,65-74 years,2013,20,1758
"Douglas County, WA",Female,65-74 years,2014,18,1870
"Douglas County, WA",Female,65-74 years,2015,18,1996
"Douglas County, WA",Female,65-74 years,2016,25,2109
"Douglas County, WA",Female,65-74 years,2017,16,2244
"Douglas County, WA",Female,65-74 years,2018,33,2351
"Douglas County, WA",Female,65-74 years,2019,35,2435
"Douglas County, WA",Female,75-84 years,2010,40,924
"Douglas County, WA",Female,75-84 years,2011,40,981
"Douglas County, WA",Female,75-84 years,2012,25,956
"Douglas County, WA",Female,75-84 years,2013,33,946
"Douglas County, WA",Female,75-84 years,2014,48,982
"Douglas County, WA",Female,75-84 years,2015,35,1014
"Douglas County, WA",Female,75-84 years,2016,34,1073
"Douglas County, WA",Female,75-84 years,2017,37,1076
"Douglas County, WA",Female,75-84 years,2018,46,1117
"Douglas County, WA",Female,75-84 years,2019,35,1194
"Douglas County, WA",Female,85+ years,2010,48,449
"Douglas County, WA",Female,85+ years,2011,64,490
"Douglas County, WA",Female,85+ years,2012,68,488
"Douglas County, WA",Female,85+ years,2013,69,491
"Douglas County, WA",Female,85+ years,2014,56,471
"Douglas County, WA",Female,85+ years,2015,57,479
"Douglas County, WA",Female,85+ years,2016,51,469
"Douglas County, WA",Female,85+ years,2017,51,519
"Douglas County, WA",Female,85+ years,2018,59,554
"Douglas County, WA",Female,85+ years,2019,62,583
"Ferry County, WA",Female,65-74 years,2017,10,624
"Ferry County, WA",Female,75-84 years,2019,10,276
"Ferry County, WA",Female,85+ years,2010,13,104
"Ferry County, WA",Female,85+ years,2011,16,101
"Ferry County, WA",Female,85+ years,2012,18,102
"Ferry County, WA",Female,85+ years,2013,11,100
"Ferry County, WA",Female,85+ years,2014,12,96
"Ferry County, WA",Female,85+ years,2015,13,110
"Ferry County, WA",Female,85+ years,2016,10,107
"Ferry County, WA",Female,85+ years,2018,10,114
"Franklin County, WA",Female,55-64 years,2010,18,3113
"Franklin County, WA",Female,55-64 years,2011,17,3398
"Franklin County, WA",Female,55-64 years,2012,15,3524
"Franklin County, WA",Female,55-64 years,2013,22,3632
"Franklin County, WA",Female,55-64 years,2014,14,3789
"Franklin County, WA",Female,55-64 years,2015,19,3936
"Franklin County, WA",Female,55-64 years,2016,26,3944
"Franklin County, WA",Female,55-64 years,2017,26,4033
"Franklin County, WA",Female,55-64 years,2018,19,4105
"Franklin County, WA",Female,55-64 years,2019,24,4190
"Franklin County, WA",Female,65-74 years,2010,23,1641
"Franklin County, WA",Female,65-74 years,2011,32,1805
"Franklin County, WA",Female,65-74 years,2012,28,1941
"Franklin County, WA",Female,65-74 years,2013,37,2071
"Franklin County, WA",Female,65-74 years,2014,24,2177
"Franklin County, WA",Female,65-74 years,2015,20,2329
"Franklin County, WA",Female,65-74 years,2016,29,2537
"Franklin County, WA",Female,65-74 years,2017,31,2695
"Franklin County, WA",Female,65-74 years,2018,33,2831
"Franklin County, WA",Female,65-74 years,2019,39,2943
"Franklin County, WA",Female,75-84 years,2010,37,980
"Franklin County, WA",Female,75-84 years,2011,50,991
"Franklin County, WA",Female,75-84 years,2012,35,994
"Franklin County, WA",Female,75-84 years,2013,35,1031
"Franklin County, WA",Female,75-84 years,2014,44,1042
"Franklin County, WA",Female,75-84 years,2015,35,1047
"Franklin County, WA",Female,75-84 years,2016,38,1073
"Franklin County, WA",Female,75-84 years,2017,36,1156
"Franklin County, WA",Female,75-84 years,2018,39,1221
"Franklin County, WA",Female,75-84 years,2019,41,1362
"Franklin County, WA",Female,85+ years,2010,40,368
"Franklin County, WA",Female,85+ years,2011,48,415
"Franklin County, WA",Female,85+ years,2012,52,419
"Franklin County, WA",Female,85+ years,2013,65,446
"Franklin County, WA",Female,85+ years,2014,51,453
"Franklin County, WA",Female,85+ years,2015,74,467
"Franklin County, WA",Female,85+ years,2016,61,456
"Franklin County, WA",Female,85+ years,2017,71,485
"Franklin County, WA",Female,85+ years,2018,66,480
"Franklin County, WA",Female,85+ years,2019,66,472
"Garfield County, WA",Female,85+ years,2012,13,62
"Garfield County, WA",Female,85+ years,2013,11,57
"Grant County, WA",Female,55-64 years,2010,29,4624
"Grant County, WA",Female,55-64 years,2011,39,4821
"Grant County, WA",Female,55-64 years,2012,23,4859
"Grant County, WA",Female,55-64 years,2013,32,4855
"Grant County, WA",Female,55-64 years,2014,36,4972
"Grant County, WA",Female,55-64 years,2015,40,5080
"Grant County, WA",Female,55-64 years,2016,39,5129
"Grant County, WA",Female,55-64 years,2017,47,5203
"Grant County, WA",Female,55-64 years,2018,35,5287
"Grant County, WA",Female,55-64 years,2019,38,5332
"Grant County, WA",Female,65-74 years,2010,51,2918
"Grant County, WA",Female,65-74 years,2011,56,3051
"Grant County, WA",Female,65-74 years,2012,52,3118
"Grant County, WA",Female,65-74 years,2013,42,3332
"Grant County, WA",Female,65-74 years,2014,61,3528
"Grant County, WA",Female,65-74 years,2015,64,3637
"Grant County, WA",Female,65-74 years,2016,69,3779
"Grant County, WA",Female,65-74 years,2017,64,3924
"Grant County, WA",Female,65-74 years,2018,64,4031
"Grant County, WA",Female,65-74 years,2019,52,4174
"Grant County, WA",Female,75-84 years,2010,79,1808
"Grant County, WA",Female,75-84 years,2011,84,1831
"Grant County, WA",Female,75-84 years,2012,80,1839
"Grant County, WA",Female,75-84 years,2013,77,1783
"Grant County, WA",Female,75-84 years,2014,60,1760
"Grant County, WA",Female,75-84 years,2015,77,1770
"Grant County, WA",Female,75-84 years,2016,67,1789
"Grant County, WA",Female,75-84 years,2017,67,1870
"Grant County, WA",Female,75-84 years,2018,69,1990
"Grant County, WA",Female,75-84 years,2019,75,2059
"Grant County, WA",Female,85+ years,2010,114,812
"Grant County, WA",Female,85+ years,2011,113,835
"Grant County, WA",Female,85+ years,2012,104,849
"Grant County, WA",Female,85+ years,2013,129,838
"Grant County, WA",Female,85+ years,2014,94,885
"Grant County, WA",Female,85+ years,2015,117,886
"Grant County, WA",Female,85+ years,2016,108,920
"Grant County, WA",Female,85+ years,2017,116,906
"Grant County, WA",Female,85+ years,2018,124,918
"Grant County, WA",Female,85+ years,2019,121,914
"Grays Harbor County, WA",Female,55-64 years,2010,36,5474
"Grays Harbor County, WA",Female,55-64 years,2011,58,5640
"Grays Harbor County, WA",Female,55-64 years,2012,50,5615
"Grays Harbor County, WA",Female,55-64 years,2013,44,5605
"Grays Harbor County, WA",Female,55-64 years,2014,52,5555
"Grays Harbor County, WA",Female,55-64 years,2015,58,5642
"Grays Harbor County, WA",Female,55-64 years,2016,51,5806
"Grays Harbor County, WA",Female,55-64 years,2017,46,5845
"Grays Harbor County, WA",Female,55-64 years,2018,48,5883
"Grays Harbor County, WA",Female,55-64 years,2019,65,5903
"Grays Harbor County, WA",Female,65-74 years,2010,75,3406
"Grays Harbor County, WA",Female,65-74 years,2011,66,3601
"Grays Harbor County, WA",Female,65-74 years,2012,61,3784
"Grays Harbor County, WA",Female,65-74 years,2013,70,3955
"Grays Harbor County, WA",Female,65-74 years,2014,75,4148
"Grays Harbor County, WA",Female,65-74 years,2015,76,4326
"Grays Harbor County, WA",Female,65-74 years,2016,88,4505
"Grays Harbor County, WA",Female,65-74 years,2017,82,4782
"Grays Harbor County, WA",Female,65-74 years,2018,86,5026
"Grays Harbor County, WA",Female,65-74 years,2019,100,5288
"Grays Harbor County, WA",Female,75-84 years,2010,90,1928
"Grays Harbor County, WA",Female,75-84 years,2011,86,1963
"Grays Harbor County, WA",Female,75-84 years,2012,94,1934
"Grays Harbor County, WA",Female,75-84 years,2013,98,1958
"Grays Harbor County, WA",Female,75-84 years,2014,81,2008
"Grays Harbor County, WA",Female,75-84 years,2015,90,2052
"Grays Harbor County, WA",Female,75-84 years,2016,94,2114
"Grays Harbor County, WA",Female,75-84 years,2017,84,2178
"Grays Harbor County, WA",Female,75-84 years,2018,105,2304
"Grays Harbor County, WA",Female,75-84 years,2019,111,2427
"Grays Harbor County, WA",Female,85+ years,2010,122,902
"Grays Harbor County, WA",Female,85+ years,2011,113,890
"Grays Harbor County, WA",Female,85+ years,2012,127,913
"Grays Harbor County, WA",Female,85+ years,2013,147,902
"Grays Harbor County, WA",Female,85+ years,2014,142,918
"Grays Harbor County, WA",Female,85+ years,2015,117,909
"Grays Harbor County, WA",Female,85+ years,2016,115,867
"Grays Harbor County, WA",Female,85+ years,2017,130,934
"Grays Harbor County, WA",Female,85+ years,2018,125,949
"Grays Harbor County, WA",Female,85+ years,2019,123,960
"Island County, WA",Female,55-64 years,2010,25,6530
"Island County, WA",Female,55-64 years,2011,25,6702
"Island County, WA",Female,55-64 years,2012,20,6610
"Island County, WA",Female,55-64 years,2013,30,6609
"Island County, WA",Female,55-64 years,2014,42,6550
"Island County, WA",Female,55-64 years,2015,37,6570
"Island County, WA",Female,55-64 years,2016,28,6664
"Island County, WA",Female,55-64 years,2017,34,6585
"Island County, WA",Female,55-64 years,2018,29,6459
"Island County, WA",Female,55-64 years,2019,38,6409
"Island County, WA",Female,65-74 years,2010,52,4398
"Island County, WA",Female,65-74 years,2011,25,4704
"Island County, WA",Female,65-74 years,2012,57,5061
"Island County, WA",Female,65-74 years,2013,47,5345
"Island County, WA",Female,65-74 years,2014,46,5708
"Island County, WA",Female,65-74 years,2015,56,5969
"Island County, WA",Female,65-74 years,2016,65,6318
"Island County, WA",Female,65-74 years,2017,70,6453
"Island County, WA",Female,65-74 years,2018,87,6759
"Island County, WA",Female,65-74 years,2019,72,6975
"Island County, WA",Female,75-84 years,2010,74,2200
"Island County, WA",Female,75-84 years,2011,81,2297
"Island County, WA",Female,75-84 years,2012,85,2336
"Island County, WA",Female,75-84 years,2013,76,2453
"Island County, WA",Female,75-84 years,2014,81,2492
"Island County, WA",Female,75-84 years,2015,90,2632
"Island County, WA",Female,75-84 years,2016,72,2819
"Island County, WA",Female,75-84 years,2017,103,2880
"Island County, WA",Female,75-84 years,2018,92,3106
"Island County, WA",Female,75-84 years,2019,87,3266
"Island County, WA",Female,85+ years,2010,128,1084
"Island County, WA",Female,85+ years,2011,150,1144
"Island County, WA",Female,85+ years,2012,139,1192
"Island County, WA",Female,85+ years,2013,125,1197
"Island County, WA",Female,85+ years,2014,138,1242
"Island County, WA",Female,85+ years,2015,152,1300
"Island County, WA",Female,85+ years,2016,140,1298
"Island County, WA",Female,85+ years,2017,152,1190
"Island County, WA",Female,85+ years,2018,156,1223
"Island County, WA",Female,85+ years,2019,152,1224
"Jefferson County, WA",Female,55-64 years,2010,19,3403
"Jefferson County, WA",Female,55-64 years,2011,19,3411
"Jefferson County, WA",Female,55-64 years,2012,14,3394
"Jefferson County, WA",Female,55-64 years,2013,14,3343
"Jefferson County, WA",Female,55-64 years,2014,11,3349
"Jefferson County, WA",Female,55-64 years,2015,16,3346
"Jefferson County, WA",Female,55-64 years,2016,17,3424
"Jefferson County, WA",Female,55-64 years,2017,25,3454
"Jefferson County, WA",Female,55-64 years,2018,15,3369
"Jefferson County, WA",Female,55-64 years,2019,19,3305
"Jefferson County, WA",Female,65-74 years,2010,24,2349
"Jefferson County, WA",Female,65-74 years,2011,30,2510
"Jefferson County, WA",Female,65-74 years,2012,32,2697
"Jefferson County, WA",Female,65-74 years,2013,22,2956
"Jefferson County, WA",Female,65-74 years,2014,34,3118
"Jefferson County, WA",Female,65-74 years,2015,32,3325
"Jefferson County, WA",Female,65-74 years,2016,26,3539
"Jefferson County, WA",Female,65-74 years,2017,33,3656
"Jefferson County, WA",Female,65-74 years,2018,38,3839
"Jefferson County, WA",Female,65-74 years,2019,47,3995
"Jefferson County, WA",Female,75-84 years,2010,48,1109
"Jefferson County, WA",Female,75-84 years,2011,40,1126
"Jefferson County, WA",Female,75-84 years,2012,33,1142
"Jefferson County, WA",Female,75-84 years,2013,39,1147
"Jefferson County, WA",Female,75-84 years,2014,27,1226
"Jefferson County, WA",Female,75-84 years,2015,49,1282
"Jefferson County, WA",Female,75-84 years,2016,40,1373
"Jefferson County, WA",Female,75-84 years,2017,43,1441
"Jefferson County, WA",Female,75-84 years,2018,50,1575
"Jefferson County, WA",Female,75-84 years,2019,57,1720
"Jefferson County, WA",Female,85+ years,2010,66,504
"Jefferson County, WA",Female,85+ years,2011,76,537
"Jefferson County, WA",Female,85+ years,2012,62,536
"Jefferson County, WA",Female,85+ years,2013,62,560
"Jefferson County, WA",Female,85+ years,2014,72,561
"Jefferson County, WA",Female,85+ years,2015,79,596
"Jefferson County, WA",Female,85+ years,2016,61,617
"Jefferson County, WA",Female,85+ years,2017,79,556
"Jefferson County, WA",Female,85+ years,2018,64,590
"Jefferson County, WA",Female,85+ years,2019,53,598
"King County, WA",Female,55-64 years,2010,526,116789
"King County, WA",Female,55-64 years,2011,618,122521
"King County, WA",Female,55-64 years,2012,612,125484
"King County, WA",Female,55-64 years,2013,587,127792
"King County, WA",Female,55-64 years,2014,595,129998
"King County, WA",Female,55-64 years,2015,635,132374
"King County, WA",Female,55-64 years,2016,614,133113
"King County, WA",Female,55-64 years,2017,609,133692
"King County, WA",Female,55-64 years,2018,607,133791
"King County, WA",Female,55-64 years,2019,576,132672
"King County, WA",Female,65-74 years,2010,701,59652
